Name,ID,Resid,int IParticleId,Headresid,palette,nLevel,type,camp,exp,expcoefficient,prizeholdstrategy,Speed_B,attackspeed,hp,mp,Close_A,Powder_A,Magic_A,Builder_A,Close_D,Powder_D,Magic_D,Builder_D_B,Base_D,近战暴击率,火药暴击率,魔法暴击率,攻城暴击率,近战暴击等级,火药暴击等级,魔法暴击等级,攻城暴击等级,Dead_Def,暴击伤害加成率,hit,dodge,AIid,nBeAttackRadius ,nWinPoint,nWinMorale,nWinMoney,nGetExploit,EXPLOIT,nGetMoney,CanTalk,nCanntDie,lTalkResId,lBuildRadius,int nBornMsgType;,int nDieMsgType;,isBOSS,nNoOccupant,nUpShowResID,FissionMonster,int nShowName,ShowLevel,nOpenSoundID,nCloseSoundID,CanntSelected
强者之路剑士,612918,11974,,444,,19,4,2,0,0,5,400,1000,2497,,577,577,0,,275,275,0,,,,,,,,,,,167,,,,1341,0,0,22,0,0,,0,,,,,,,,,,,,,,,
强者之路剑士,612919,11974,,444,,20,4,2,0,0,5,400,1000,2712,,599,599,0,,290,290,0,,,,,,,,,,,167,,,,1341,0,0,22,0,0,,0,,,,,,,,,,,,,,,
强者之路剑士,612920,11974,,444,,21,4,2,0,0,5,400,1000,2965,,616,616,0,,285,285,0,,,,,,,,,,,177,,,,1341,0,0,26,0,0,,0,,,,,,,,,,,,,,,
强者之路剑士,612921,11974,,444,,22,4,2,0,0,5,400,1000,3010,,627,627,0,,295,295,0,,,,,,,,,,,177,,,,1341,0,0,26,0,0,,0,,,,,,,,,,,,,,,
强者之路剑士,612922,11974,,444,,23,4,2,0,0,5,400,1000,3016,,638,638,0,,305,305,0,,,,,,,,,,,177,,,,1341,0,0,26,0,0,,0,,,,,,,,,,,,,,,
强者之路剑士,612923,11974,,444,,24,4,2,0,0,5,400,1000,3052,,644,644,0,,310,310,0,,,,,,,,,,,177,,,,1341,0,0,26,0,0,,0,,,,,,,,,,,,,,,
强者之路剑士,612924,11974,,444,,25,4,2,0,0,5,400,1000,3249,,658,658,0,,320,320,0,,,,,,,,,,,177,,,,1341,0,0,26,0,0,,0,,,,,,,,,,,,,,,
强者之路剑士,612925,11974,,444,,26,4,2,0,0,5,400,1000,3444,,683,683,0,,335,335,0,,,,,,,,,,,118,,,,1341,0,0,28,0,0,,0,,,,,,,,,,,,,,,
强者之路剑士,612926,11974,,444,,27,4,2,0,0,5,400,1000,3486,,720,720,0,,340,340,0,,,,,,,,,,,118,,,,1341,0,0,28,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612927,11951,,444,,28,4,2,0,0,5,400,1000,3488,,756,756,0,,345,345,0,,,,,,,,,,,118,,,,1341,0,0,28,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612928,11951,,444,,29,4,2,0,0,5,400,1000,3676,,806,806,0,,360,360,0,,,,,,,,,,,128,,,,1341,0,0,28,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612929,11951,,444,,30,4,2,0,0,5,400,1000,3716,,846,846,0,,360,360,0,,,,,,,,,,,128,,,,1341,0,0,28,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612930,11951,,444,,31,4,2,0,0,5,400,1000,4887,,885,885,0,,425,425,0,,,,,,,,,,,154,,,,1341,0,0,31,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612931,11951,,444,,32,4,2,0,0,5,400,1000,5069,,893,893,0,,450,450,0,,,,,,,,,,,174,,,,1341,0,0,31,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612932,11951,,444,,33,4,2,0,0,5,400,1000,5202,,904,904,0,,480,480,0,,,,,,,,,,,174,,,,1341,0,0,31,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612933,11951,,444,,34,4,2,0,0,5,400,1000,5314,,913,913,0,,510,510,0,,,,,,,,,,,174,,,,1341,0,0,31,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612934,11951,,444,,35,4,2,0,0,5,400,1000,5710,,941,941,0,,535,535,0,,,,,,,,,,,174,,,,1341,0,0,31,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612935,11951,,444,,36,4,2,0,0,5,400,1000,5934,,963,963,0,,555,555,0,,,,,,,,,,,184,,,,1341,0,0,34,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612936,11951,,444,,37,4,2,0,0,5,400,1000,5988,,972,972,0,,565,565,0,,,,,,,,,,,184,,,,1341,0,0,34,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612937,11951,,444,,38,4,2,0,0,5,400,1000,6001,,983,983,0,,580,580,0,,,,,,,,,,,184,,,,1341,0,0,34,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612938,11951,,444,,39,4,2,0,0,5,400,1000,6048,,991,991,0,,590,590,0,,,,,,,,,,,184,,,,1341,0,0,34,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612939,11951,,444,,40,4,2,0,0,5,400,1000,6342,,1019,1019,0,,605,605,0,,,,,,,,,,,184,,,,1341,0,0,34,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612940,11951,,444,,41,4,2,0,0,5,400,1000,6403,,1030,1030,0,,620,620,0,,,,,,,,,,,184,,,,1341,0,0,37,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612941,11951,,444,,42,4,2,0,0,5,400,1000,6422,,1039,1039,0,,625,625,0,,,,,,,,,,,184,,,,1341,0,0,37,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612942,11951,,444,,43,4,2,0,0,5,400,1000,6415,,1047,1047,0,,640,640,0,,,,,,,,,,,184,,,,1341,0,0,37,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612943,11951,,444,,44,4,2,0,0,5,400,1000,6431,,1058,1058,0,,645,645,0,,,,,,,,,,,184,,,,1341,0,0,37,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612944,11951,,444,,45,4,2,0,0,5,400,1000,6462,,1070,1070,0,,655,655,0,,,,,,,,,,,184,,,,1341,0,0,37,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612945,11951,,444,,46,4,2,0,0,5,400,1000,6475,,1078,1078,0,,660,660,0,,,,,,,,,,,184,,,,1341,0,0,39,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612946,11951,,444,,47,4,2,0,0,5,400,1000,6444,,1089,1089,0,,670,670,0,,,,,,,,,,,184,,,,1341,0,0,39,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612947,11951,,444,,48,4,2,0,0,5,400,1000,6467,,1098,1098,0,,680,680,0,,,,,,,,,,,184,,,,1341,0,0,39,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612948,11951,,444,,49,4,2,0,0,5,400,1000,6477,,1109,1109,0,,685,685,0,,,,,,,,,,,184,,,,1341,0,0,39,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612949,11951,,444,,50,4,2,0,0,5,400,1000,6781,,1145,1145,0,,690,690,0,,,,,,,,,,,184,,,,1341,0,0,39,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612950,11951,,444,,51,4,2,0,0,5,400,1000,7181,,1148,1148,0,,735,735,0,,,,,,,,,,,130,,,,1341,0,0,42,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612951,11951,,444,,52,4,2,0,0,5,400,1000,7154,,1168,1168,0,,750,750,0,,,,,,,,,,,130,,,,1341,0,0,42,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612952,11951,,444,,53,4,2,0,0,5,400,1000,7163,,1240,1240,0,,755,755,0,,,,,,,,,,,130,,,,1341,0,0,42,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612953,11951,,444,,54,4,2,0,0,5,400,1000,7546,,1369,1369,0,,815,815,0,,,,,,,,,,,141,,,,1341,0,0,42,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612954,11951,,444,,55,4,2,0,0,5,400,1000,7806,,1422,1422,0,,855,855,0,,,,,,,,,,,141,,,,1341,0,0,42,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612955,11951,,444,,56,4,2,0,0,5,400,1000,10476,,1487,1487,0,,880,880,0,,,,,,,,,,,169,,,,1341,0,0,45,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612956,11951,,444,,57,4,2,0,0,5,400,1000,10584,,1501,1501,0,,905,905,0,,,,,,,,,,,190,,,,1341,0,0,45,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612957,11951,,444,,58,4,2,0,0,5,400,1000,10603,,1518,1518,0,,915,915,0,,,,,,,,,,,190,,,,1341,0,0,45,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612958,11951,,444,,59,4,2,0,0,5,400,1000,10619,,1534,1534,0,,925,925,0,,,,,,,,,,,190,,,,1341,0,0,45,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612959,11951,,444,,60,4,2,0,0,5,400,1000,10679,,1548,1548,0,,930,930,0,,,,,,,,,,,190,,,,1341,0,0,45,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612960,11951,,444,,61,4,2,0,0,5,400,1000,10973,,1579,1579,0,,940,940,0,,,,,,,,,,,200,,,,1341,0,0,48,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612961,11951,,444,,62,4,2,0,0,5,400,1000,10995,,1596,1596,0,,950,950,0,,,,,,,,,,,200,,,,1341,0,0,48,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612962,11951,,444,,63,4,2,0,0,5,400,1000,11016,,1613,1613,0,,960,960,0,,,,,,,,,,,200,,,,1341,0,0,48,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612963,11951,,444,,64,4,2,0,0,5,400,1000,11080,,1627,1627,0,,965,965,0,,,,,,,,,,,200,,,,1341,0,0,48,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612964,11951,,444,,65,4,2,0,0,5,400,1000,11560,,1666,1666,0,,975,975,0,,,,,,,,,,,200,,,,1341,0,0,48,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612965,11951,,444,,66,4,2,0,0,5,400,1000,12015,,1736,1736,0,,985,985,0,,,,,,,,,,,148,,,,1341,0,0,50,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612966,11951,,444,,67,4,2,0,0,5,400,1000,12072,,1828,1828,0,,1005,1005,0,,,,,,,,,,,148,,,,1341,0,0,50,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612967,11951,,444,,68,4,2,0,0,5,400,1000,12121,,1924,1924,0,,1025,1025,0,,,,,,,,,,,148,,,,1341,0,0,50,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612968,11951,,444,,69,4,2,0,0,5,400,1000,12736,,2038,2038,0,,1095,1095,0,,,,,,,,,,,161,,,,1341,0,0,50,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612969,11951,,444,,70,4,2,0,0,5,400,1000,13333,,2156,2156,0,,1135,1135,0,,,,,,,,,,,161,,,,1341,0,0,50,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612970,11951,,444,,71,4,2,0,0,5,400,1000,16515,,2234,2234,0,,1200,1200,0,,,,,,,,,,,194,,,,1341,0,0,54,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612971,11951,,444,,72,4,2,0,0,5,400,1000,16619,,2260,2260,0,,1210,1210,0,,,,,,,,,,,219,,,,1341,0,0,54,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612972,11951,,444,,73,4,2,0,0,5,400,1000,16737,,2282,2282,0,,1240,1240,0,,,,,,,,,,,219,,,,1341,0,0,54,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612973,11951,,444,,74,4,2,0,0,5,400,1000,16937,,2304,2304,0,,1280,1280,0,,,,,,,,,,,219,,,,1341,0,0,54,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612974,11951,,444,,75,4,2,0,0,5,400,1000,17153,,2330,2330,0,,1335,1335,0,,,,,,,,,,,219,,,,1341,0,0,54,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612975,11951,,444,,76,4,2,0,0,5,400,1000,17831,,2377,2377,0,,1410,1410,0,,,,,,,,,,,232,,,,1341,0,0,56,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612976,11951,,444,,77,4,2,0,0,5,400,1000,18009,,2400,2400,0,,1465,1465,0,,,,,,,,,,,232,,,,1341,0,0,56,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612977,11951,,444,,78,4,2,0,0,5,400,1000,18145,,2425,2425,0,,1520,1520,0,,,,,,,,,,,232,,,,1341,0,0,56,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612978,11951,,444,,79,4,2,0,0,5,400,1000,18172,,2447,2447,0,,1550,1550,0,,,,,,,,,,,232,,,,1341,0,0,56,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612979,11951,,444,,80,4,2,0,0,5,400,1000,18948,,2498,2498,0,,1605,1605,0,,,,,,,,,,,232,,,,1341,0,0,56,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612980,11951,,444,,81,4,2,0,0,5,400,1000,19724,,2940,2940,0,,1670,1670,0,,,,,,,,,,,178,,,,1341,0,0,59,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612981,11951,,444,,82,4,2,0,0,5,400,1000,19728,,3100,3100,0,,1730,1730,0,,,,,,,,,,,178,,,,1341,0,0,59,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612982,11951,,444,,83,4,2,0,0,5,400,1000,19685,,3262,3262,0,,1790,1790,0,,,,,,,,,,,178,,,,1341,0,0,59,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612983,11951,,444,,84,4,2,0,0,5,400,1000,20342,,3452,3452,0,,1950,1950,0,,,,,,,,,,,192,,,,1341,0,0,59,0,0,,0,,,,,,,,,,,,,,,
机奴难民(法师专署),612984,11951,,444,,85,4,2,0,0,5,400,1000,26964,,3749,3749,0,,1980,1980,0,,,,,,,,,,,272,,,,1341,0,0,59,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613000,11951,,444,,1,4,2,0,0,5,400,1000,356,,50,0,50,,40,0,40,,,,,,,,,,,70,,,,1342,0,0,11,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613001,11951,,444,,2,4,2,0,0,5,400,1000,373,,56,0,56,,45,0,45,,,,,,,,,,,70,,,,1342,0,0,11,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613002,11951,,444,,3,4,2,0,0,5,400,1000,449,,64,0,64,,55,0,55,,,,,,,,,,,70,,,,1342,0,0,11,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613003,11951,,444,,4,4,2,0,0,5,400,1000,639,,90,0,90,,55,0,55,,,,,,,,,,,97,,,,1342,0,0,14,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613004,11951,,444,,5,4,2,0,0,5,400,1000,806,,120,0,120,,75,0,75,,,,,,,,,,,97,,,,1342,0,0,14,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613005,11951,,444,,6,4,2,0,0,5,400,1000,916,,171,0,171,,90,0,90,,,,,,,,,,,150,,,,1342,0,0,14,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613006,11951,,444,,7,4,2,0,0,5,400,1000,1149,,272,0,272,,145,0,145,,,,,,,,,,,150,,,,1342,0,0,17,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613007,11951,,444,,8,4,2,0,0,5,400,1000,1181,,286,0,286,,150,0,150,,,,,,,,,,,150,,,,1342,0,0,17,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613008,11951,,444,,9,4,2,0,0,5,400,1000,1179,,300,0,300,,160,0,160,,,,,,,,,,,150,,,,1342,0,0,17,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613009,11951,,444,,10,4,2,0,0,5,400,1000,1377,,325,0,325,,170,0,170,,,,,,,,,,,176,,,,1342,0,0,17,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613010,11951,,444,,11,4,2,0,0,5,400,1000,1512,,350,0,350,,175,0,175,,,,,,,,,,,110,,,,1342,0,0,20,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613011,11951,,444,,12,4,2,0,0,5,400,1000,1530,,398,0,398,,185,0,185,,,,,,,,,,,110,,,,1342,0,0,20,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613012,12018,,444,,13,4,2,0,0,5,400,1000,1542,,440,0,440,,195,0,195,,,,,,,,,,,110,,,,1342,0,0,20,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613013,12018,,444,,14,4,2,0,0,5,400,1000,1683,,476,0,476,,200,0,200,,,,,,,,,,,120,,,,1342,0,0,20,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613014,12018,,444,,15,4,2,0,0,5,400,1000,1703,,510,0,510,,210,0,210,,,,,,,,,,,120,,,,1342,0,0,20,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613015,12018,,444,,16,4,2,0,0,5,400,1000,2271,,543,0,543,,225,0,225,,,,,,,,,,,147,,,,1342,0,0,22,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613016,12018,,444,,17,4,2,0,0,5,400,1000,2364,,554,0,554,,240,0,240,,,,,,,,,,,167,,,,1342,0,0,22,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613017,12018,,444,,18,4,2,0,0,5,400,1000,2448,,566,0,566,,255,0,255,,,,,,,,,,,167,,,,1342,0,0,22,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613018,12018,,444,,19,4,2,0,0,5,400,1000,2497,,577,0,577,,275,0,275,,,,,,,,,,,167,,,,1342,0,0,22,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613019,12018,,444,,20,4,2,0,0,5,400,1000,2712,,599,0,599,,290,0,290,,,,,,,,,,,167,,,,1342,0,0,22,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613020,12018,,444,,21,4,2,0,0,5,400,1000,2965,,616,0,616,,285,0,285,,,,,,,,,,,177,,,,1342,0,0,26,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613021,12018,,444,,22,4,2,0,0,5,400,1000,3010,,627,0,627,,295,0,295,,,,,,,,,,,177,,,,1342,0,0,26,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613022,12018,,444,,23,4,2,0,0,5,400,1000,3016,,638,0,638,,305,0,305,,,,,,,,,,,177,,,,1342,0,0,26,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613023,12018,,444,,24,4,2,0,0,5,400,1000,3052,,644,0,644,,310,0,310,,,,,,,,,,,177,,,,1342,0,0,26,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613024,12018,,444,,25,4,2,0,0,5,400,1000,3249,,658,0,658,,320,0,320,,,,,,,,,,,177,,,,1342,0,0,26,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613025,12018,,444,,26,4,2,0,0,5,400,1000,3444,,683,0,683,,335,0,335,,,,,,,,,,,118,,,,1342,0,0,28,0,0,,0,,,,,,,,,,,,,,,
魔法之路魔法士,613026,12018,,444,,27,4,2,0,0,5,400,1000,3486,,720,0,720,,340,0,340,,,,,,,,,,,118,,,,1342,0,0,28,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613027,11951,,444,,28,4,2,0,0,5,400,1000,3488,,756,0,756,,345,0,345,,,,,,,,,,,118,,,,1342,0,0,28,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613028,11951,,444,,29,4,2,0,0,5,400,1000,3676,,806,0,806,,360,0,360,,,,,,,,,,,128,,,,1342,0,0,28,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613029,11951,,444,,30,4,2,0,0,5,400,1000,3716,,846,0,846,,360,0,360,,,,,,,,,,,128,,,,1342,0,0,28,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613030,11951,,444,,31,4,2,0,0,5,400,1000,4887,,885,0,885,,425,0,425,,,,,,,,,,,154,,,,1342,0,0,31,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613031,11951,,444,,32,4,2,0,0,5,400,1000,5069,,893,0,893,,450,0,450,,,,,,,,,,,174,,,,1342,0,0,31,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613032,11951,,444,,33,4,2,0,0,5,400,1000,5202,,904,0,904,,480,0,480,,,,,,,,,,,174,,,,1342,0,0,31,0,0,,0,,,,,,,,,,,,,,,
机奴难民(火药专署),613033,11951,,444,,34,4,2,0,0,5,400,1000,5314,,913,0,913,,510,0,510,,,,,,,,,,,174,,,,1342,0,0,31,0,0,,0,,,,,,,,,,,,,,,
